ID,Sex,Age,Address,Family_size,Parent_cohabitation_status,Mother_education_level ,Father_education_level,Mother_job,Father_job,Guardian,Traveltime,Studytime,Failures,School_support,Family_support,Parent_aid,Activities,Nursery_attend,Access_internet,In_Romantic_relationship,Family_relative,Freetime,Goout,Health,Absences,State,Race,Math_score,Reading_score,Writing_score,Attendance_rate,Suspensions,Expulsions,Teacher_support,Counseling,Social_worker_visits,Parental_involvement
ID-2370,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),higher education,teacher,health,mother,1,1,1,yes,yes,no,yes,yes,no,no,3,3,1,excellent,76,Florida,Asian,39,49,6,96.21,3,0,yes,no,4,medium
ID-2675,Male,19,Rural,greater than 3,Apart,secondary,none,other,services,father,2,1,4,yes,yes,no,no,no,no,no,3,4,2,fair,27,Texas,Hispanic,51,89,96,74.1,2,0,yes,no,3,medium
ID-2579,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,teacher,other,2,4,2,yes,yes,yes,no,no,no,yes,4,4,3,peak,84,Florida,Hispanic,26,30,4,95.18,1,1,no,yes,3,high
ID-1986,Male,17,Rural,greater than 3,Together,secondary,primary (4th grade),other,other,father,2,3,1,no,yes,yes,yes,no,no,yes,3,4,5,good,20,Texas,Other,14,28,12,93.9,0,0,yes,no,3,high
ID-2940,Male,15,Rural,greater than 3,Together,primary (4th grade),secondary,other,other,other,4,1,3,yes,yes,no,no,no,yes,yes,3,4,4,peak,92,Florida,African American,60,94,93,92.27,1,0,yes,yes,2,high
ID-1456,Male,15,Rural,greater than 3,Apart,secondary,none,services,at_home,father,1,2,1,yes,yes,no,yes,yes,no,yes,4,2,4,excellent,40,Florida,White,88,23,9,83.91,2,1,no,yes,1,low
ID-4156,Male,17,Rural,greater than 3,Apart,none,secondary,teacher,teacher,father,4,1,2,yes,yes,yes,no,no,yes,yes,1,1,1,excellent,31,Florida,Hispanic,61,62,13,86.91,0,1,no,no,4,high
ID-3234,Male,17,Rural,greater than 3,Apart,none,secondary,teacher,health,mother,2,3,4,no,yes,yes,yes,no,yes,no,2,3,1,poor,14,Texas,Asian,0,67,70,84.35,2,1,no,no,1,low
ID-4444,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,other,teacher,mother,4,4,1,yes,no,yes,yes,yes,yes,no,3,1,5,excellent,85,Texas,Other,3,77,30,85.34,1,1,yes,no,1,low
ID-2264,Male,17,Rural,greater than 3,Apart,secondary,secondary,health,services,mother,2,2,4,yes,no,no,yes,no,yes,no,2,2,1,fair,88,California,White,38,76,3,88.5,1,1,yes,yes,0,high
ID-2244,Male,16,Rural,greater than 3,Together,none,higher education,teacher,teacher,father,2,4,1,no,yes,yes,yes,yes,no,no,2,1,5,fair,43,California,Hispanic,26,22,47,84.79,2,1,yes,no,0,medium
ID-837,Male,18,Rural,greater than 3,Apart,higher education,higher education,teacher,other,other,2,4,4,yes,no,yes,yes,yes,yes,yes,5,2,3,peak,81,Texas,Other,30,7,62,86.68,2,0,no,no,4,low
ID-2534,Male,18,Rural,greater than 3,Apart,secondary,primary (5th-9th grade),other,other,other,4,3,4,no,yes,no,no,no,yes,yes,5,2,2,fair,35,Florida,Hispanic,50,12,3,89.86,0,0,yes,yes,0,medium
ID-4970,Male,18,Rural,greater than 3,Together,primary (4th grade),none,teacher,health,other,4,1,1,yes,no,yes,yes,yes,yes,no,5,2,4,excellent,78,California,Hispanic,83,0,77,78.15,0,1,no,yes,0,medium
ID-2757,Male,16,Rural,greater than 3,Apart,secondary,higher education,services,health,mother,2,1,1,no,no,yes,yes,no,no,no,1,2,2,good,15,Texas,Hispanic,41,62,78,91.46,2,0,no,no,4,low
ID-3527,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,teacher,services,mother,1,1,4,no,no,no,yes,no,yes,no,2,1,1,excellent,53,Florida,Other,62,26,56,99.11,0,1,no,yes,1,medium
ID-3557,Male,19,Rural,greater than 3,Together,none,higher education,teacher,teacher,father,2,2,1,yes,no,yes,no,no,yes,yes,2,5,4,excellent,89,Texas,African American,87,80,34,75.88,3,1,yes,no,2,high
ID-4517,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,teacher,at_home,father,2,4,1,no,yes,no,no,yes,no,no,2,2,1,peak,43,Florida,Hispanic,80,40,97,97.55,0,1,yes,no,1,medium
ID-4618,Male,15,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),other,teacher,father,2,1,4,yes,yes,yes,yes,no,yes,yes,2,2,2,peak,9,Texas,White,29,8,13,82.72,3,0,no,yes,4,high
ID-18,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),at_home,other,mother,4,2,2,no,yes,no,yes,yes,no,yes,2,2,1,fair,63,Texas,Other,6,26,76,97.47,0,1,yes,yes,1,low
ID-1715,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,at_home,teacher,father,3,4,2,no,no,no,no,no,yes,no,5,4,2,good,25,Florida,Hispanic,53,89,23,82.58,1,1,yes,no,0,medium
ID-108,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),teacher,other,father,2,1,4,no,yes,no,yes,yes,no,yes,5,4,1,poor,80,Texas,Other,96,20,22,91.43,1,0,no,no,2,low
ID-589,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,teacher,father,2,4,4,yes,yes,yes,no,yes,yes,no,2,5,1,poor,4,Florida,White,58,45,52,86.73,2,1,no,no,3,high
ID-3633,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),none,at_home,teacher,mother,2,1,1,no,no,no,yes,yes,yes,yes,2,2,2,excellent,53,California,White,67,47,79,92.49,0,1,yes,yes,0,low
ID-3577,Male,16,Rural,greater than 3,Apart,secondary,primary (4th grade),at_home,health,father,1,1,4,yes,no,yes,yes,yes,no,yes,5,5,2,excellent,56,California,Asian,71,67,98,91.04,2,1,no,yes,4,high
ID-4758,Male,19,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),health,other,other,1,1,1,no,no,no,yes,no,no,yes,2,4,4,excellent,85,California,Asian,65,13,26,98.77,1,1,yes,yes,4,high
ID-4784,Male,15,Rural,greater than 3,Apart,higher education,secondary,services,services,other,3,1,2,no,yes,yes,no,yes,yes,yes,2,5,4,good,66,Florida,African American,28,41,97,78.67,0,0,no,yes,1,medium
ID-2702,Male,18,Rural,greater than 3,Apart,primary (4th grade),higher education,health,at_home,other,3,2,4,yes,yes,yes,yes,yes,no,yes,3,5,3,peak,70,Florida,Asian,58,58,84,97.9,3,0,yes,yes,3,low
ID-1355,Male,17,Rural,greater than 3,Together,none,none,other,other,father,1,3,2,yes,no,yes,yes,no,no,yes,4,5,1,fair,84,California,Other,33,74,7,77.57,0,1,no,no,3,high
ID-2645,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),teacher,health,mother,2,1,2,no,yes,no,yes,yes,yes,yes,5,4,2,good,47,California,Asian,52,61,32,93.59,1,0,no,no,1,medium
ID-3070,Male,16,Rural,greater than 3,Together,none,primary (5th-9th grade),health,other,other,4,4,4,yes,no,yes,yes,no,no,no,4,5,4,good,10,California,Other,80,3,91,84.69,0,1,no,no,0,medium
ID-3666,Male,19,Rural,greater than 3,Together,secondary,primary (5th-9th grade),health,at_home,other,3,3,4,yes,yes,yes,no,no,yes,yes,2,3,4,excellent,75,Texas,Other,39,58,90,72.16,0,0,yes,yes,2,low
ID-3300,Male,19,Rural,greater than 3,Apart,none,primary (4th grade),at_home,services,mother,1,3,1,yes,no,yes,yes,no,no,no,2,1,1,poor,9,California,African American,57,33,16,71.04,2,0,no,yes,3,medium
ID-3071,Male,17,Rural,greater than 3,Apart,higher education,higher education,at_home,at_home,father,1,3,2,no,no,no,yes,yes,no,yes,2,1,1,excellent,82,Florida,Other,83,4,57,85.61,2,1,yes,no,1,low
ID-786,Male,19,Rural,greater than 3,Apart,none,higher education,health,teacher,father,1,3,1,no,no,yes,yes,no,no,no,1,3,5,excellent,79,California,Asian,28,31,61,71.04,1,0,no,no,2,high
ID-2488,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),other,health,mother,2,3,3,yes,yes,yes,no,no,yes,no,2,2,1,peak,54,Florida,Asian,69,79,77,98.39,2,1,yes,yes,1,high
ID-405,Male,15,Rural,greater than 3,Apart,secondary,higher education,teacher,at_home,mother,2,2,1,yes,no,no,no,yes,yes,no,1,5,3,excellent,63,Florida,Hispanic,83,91,29,74.95,2,1,yes,no,2,low
ID-795,Male,18,Rural,greater than 3,Apart,none,none,at_home,health,mother,4,4,4,no,yes,yes,no,no,yes,yes,1,2,1,excellent,5,Texas,African American,90,65,45,84.55,0,0,no,no,2,medium
ID-581,Male,17,Rural,greater than 3,Apart,none,higher education,other,teacher,father,4,3,2,no,yes,yes,no,no,yes,yes,2,2,4,fair,5,California,White,69,34,16,81.32,2,1,no,no,0,high
ID-1884,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),none,at_home,health,father,2,4,1,no,yes,no,yes,no,no,no,5,5,4,fair,50,Florida,White,48,7,66,85.74,2,1,yes,no,4,low
ID-292,Male,18,Rural,greater than 3,Together,higher education,none,teacher,at_home,mother,1,2,1,no,yes,no,yes,no,yes,yes,2,2,3,good,17,Florida,Hispanic,5,56,56,76.25,0,1,no,no,4,high
ID-537,Male,15,Rural,greater than 3,Together,primary (4th grade),secondary,health,other,mother,4,1,4,no,no,no,no,yes,yes,yes,1,1,5,fair,39,Florida,Asian,6,24,5,95.99,2,0,yes,no,3,low
ID-1088,Male,15,Rural,greater than 3,Together,none,primary (4th grade),other,teacher,other,4,1,4,yes,no,no,no,no,yes,no,4,3,1,good,2,Florida,African American,35,22,55,70.38,2,0,yes,no,4,high
ID-4521,Male,19,Rural,greater than 3,Apart,secondary,primary (4th grade),teacher,other,other,4,3,1,no,yes,no,no,no,yes,yes,4,3,2,good,5,California,Asian,69,35,88,87.15,3,1,yes,no,3,medium
ID-4840,Male,18,Rural,greater than 3,Apart,primary (4th grade),none,other,health,father,3,2,4,yes,yes,no,yes,no,no,yes,2,3,3,peak,28,California,Hispanic,97,24,69,80.42,1,0,yes,yes,3,low
ID-3955,Male,17,Rural,greater than 3,Together,primary (4th grade),higher education,other,at_home,other,4,4,3,no,yes,yes,yes,no,yes,yes,1,4,5,poor,91,Florida,White,0,16,99,76.43,0,0,yes,yes,2,high
ID-2245,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),teacher,other,other,2,2,1,yes,yes,yes,no,yes,yes,no,4,5,1,peak,91,Florida,African American,93,62,99,76.41,2,0,no,no,3,low
ID-1657,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),services,at_home,mother,3,2,1,yes,yes,no,no,no,yes,no,5,4,5,good,54,Florida,Asian,21,63,49,75.51,2,1,no,yes,1,high
ID-3878,Male,19,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),services,health,father,1,3,4,no,no,yes,yes,no,yes,no,3,4,3,excellent,59,Florida,Other,80,89,66,88.08,2,1,yes,no,1,low
ID-1284,Male,16,Rural,greater than 3,Together,none,primary (5th-9th grade),at_home,at_home,other,2,1,2,no,no,no,yes,yes,no,yes,3,3,4,good,89,Florida,Other,41,36,34,96.74,2,0,yes,yes,2,medium
ID-3858,Male,15,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,services,teacher,father,2,1,2,yes,no,yes,yes,no,yes,yes,4,5,3,excellent,59,Florida,Other,83,84,18,81.93,0,0,yes,no,0,medium
ID-685,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),health,other,mother,1,2,4,yes,yes,no,no,yes,yes,no,4,4,5,peak,83,Florida,White,31,4,74,74.94,2,1,yes,yes,2,high
ID-620,Male,18,Rural,greater than 3,Together,higher education,secondary,teacher,health,mother,3,3,1,yes,no,yes,no,no,yes,no,5,4,3,poor,31,Florida,Other,31,23,14,71.58,1,1,yes,yes,2,high
ID-4326,Male,15,Rural,greater than 3,Together,higher education,primary (5th-9th grade),teacher,at_home,mother,1,1,4,yes,no,no,no,no,yes,no,5,1,5,excellent,71,Texas,Other,5,73,36,94.57,1,1,yes,no,4,high
ID-4373,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),at_home,other,other,3,4,4,no,yes,yes,no,yes,no,yes,5,1,5,poor,61,California,Hispanic,5,65,95,76.67,2,1,no,yes,4,low
ID-3366,Male,16,Rural,greater than 3,Apart,none,secondary,teacher,health,father,3,2,2,no,yes,no,yes,yes,yes,no,2,4,1,peak,12,Florida,Hispanic,71,89,30,92.06,2,0,no,yes,2,medium
ID-2258,Male,17,Rural,greater than 3,Together,none,primary (5th-9th grade),health,health,father,2,4,1,yes,no,no,no,no,no,no,2,2,3,peak,28,California,Hispanic,10,72,54,85.89,0,0,yes,yes,1,low
ID-1463,Male,18,Rural,greater than 3,Apart,primary (4th grade),none,services,other,father,4,3,3,yes,no,no,no,yes,no,no,1,1,3,fair,56,California,Asian,28,47,85,89.1,3,0,yes,no,2,high
ID-1592,Male,15,Rural,greater than 3,Apart,secondary,primary (4th grade),health,teacher,other,4,4,4,no,no,yes,yes,no,yes,no,4,1,4,peak,33,Texas,Other,32,29,70,87.28,0,0,no,yes,1,high
ID-568,Male,18,Rural,greater than 3,Apart,none,primary (5th-9th grade),other,services,mother,2,1,1,yes,no,yes,no,no,no,no,1,1,3,fair,18,California,White,0,38,0,98.56,0,1,yes,no,0,low
ID-4068,Male,15,Rural,greater than 3,Apart,none,secondary,teacher,teacher,mother,2,2,1,yes,no,no,no,no,yes,no,5,5,4,fair,41,Florida,Other,90,99,95,73.07,1,1,no,no,4,high
ID-1121,Male,19,Rural,greater than 3,Apart,secondary,higher education,at_home,services,mother,4,3,4,no,no,yes,no,yes,yes,yes,1,5,3,excellent,30,Texas,Other,71,62,53,89.75,1,0,yes,yes,3,high
ID-614,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),none,teacher,teacher,father,4,2,3,no,yes,no,no,yes,no,no,1,5,3,excellent,26,California,Asian,76,95,84,73.45,3,0,no,yes,1,medium
ID-4796,Male,19,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),health,at_home,mother,4,4,1,yes,yes,yes,no,no,no,no,3,3,3,peak,50,Texas,Hispanic,36,56,33,75.82,2,1,no,no,1,medium
ID-3207,Male,19,Rural,greater than 3,Apart,higher education,none,teacher,teacher,mother,4,4,2,no,yes,yes,no,no,no,yes,5,3,2,poor,48,Texas,Other,36,71,71,90.22,3,1,yes,no,0,high
ID-1419,Male,18,Rural,greater than 3,Apart,secondary,secondary,services,at_home,mother,4,1,3,no,no,no,yes,yes,no,yes,2,4,4,excellent,13,California,African American,92,60,26,88.57,2,1,no,yes,4,medium
ID-220,Male,16,Rural,greater than 3,Together,higher education,secondary,at_home,other,other,3,4,2,no,yes,no,yes,no,no,yes,4,2,3,peak,86,Texas,African American,25,2,42,84.58,1,1,no,no,4,low
ID-4694,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,health,teacher,father,4,4,4,yes,no,yes,yes,yes,no,yes,1,5,2,peak,73,Florida,Hispanic,40,3,86,93.2,1,0,no,yes,4,high
ID-4953,Male,15,Rural,greater than 3,Together,higher education,primary (4th grade),other,at_home,father,3,4,1,no,yes,no,no,yes,yes,yes,3,2,2,poor,89,Texas,Hispanic,89,88,15,90.77,2,0,yes,no,1,low
ID-4151,Male,17,Rural,greater than 3,Apart,none,higher education,health,other,mother,3,3,2,no,yes,no,yes,yes,no,yes,5,1,4,peak,86,Texas,Other,95,48,77,71.76,1,0,no,yes,4,low
ID-3191,Male,15,Rural,greater than 3,Apart,higher education,none,services,health,mother,2,2,4,no,no,no,yes,no,yes,yes,3,5,1,peak,10,Florida,African American,41,90,24,89.63,3,1,yes,no,4,high
ID-2806,Male,18,Rural,greater than 3,Together,higher education,primary (4th grade),health,services,other,1,3,4,no,no,no,yes,no,yes,no,4,4,5,good,42,Florida,White,59,15,68,81.61,3,1,yes,no,3,low
ID-3183,Male,19,Rural,greater than 3,Apart,higher education,none,at_home,teacher,mother,3,3,4,yes,yes,yes,no,no,yes,yes,1,2,1,excellent,39,Florida,White,87,22,2,84.14,3,1,no,yes,1,high
ID-145,Male,19,Rural,greater than 3,Together,secondary,none,teacher,services,other,2,1,3,yes,no,yes,yes,yes,yes,yes,2,3,1,excellent,12,Florida,African American,2,25,67,85.7,2,0,no,yes,1,low
ID-4735,Male,19,Rural,greater than 3,Apart,secondary,none,services,services,father,1,1,1,no,no,yes,no,no,no,no,2,4,3,peak,24,Texas,Hispanic,12,78,74,80.06,0,1,no,yes,4,high
ID-4015,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),secondary,other,at_home,other,3,4,4,yes,yes,no,yes,no,no,yes,3,3,4,peak,6,Texas,Asian,10,25,71,83.44,3,0,no,yes,2,medium
ID-196,Male,15,Rural,greater than 3,Together,secondary,secondary,health,health,father,1,1,4,no,no,no,no,yes,yes,yes,4,1,4,good,93,Florida,Asian,56,24,58,86.83,2,1,no,yes,4,low
ID-3242,Male,18,Rural,greater than 3,Apart,primary (4th grade),secondary,services,other,mother,3,2,1,yes,yes,no,yes,no,no,yes,4,1,3,fair,84,Texas,White,68,41,96,71.77,0,1,yes,yes,1,high
ID-1647,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,teacher,teacher,father,3,4,4,no,yes,no,yes,no,yes,no,3,5,5,poor,28,Texas,Hispanic,64,74,60,87.19,0,1,no,no,1,high
ID-1925,Male,17,Rural,greater than 3,Apart,none,none,services,teacher,father,4,2,4,no,no,yes,no,no,yes,yes,3,5,4,good,88,Florida,Other,97,76,85,80.44,3,0,yes,no,3,medium
ID-2637,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),teacher,teacher,other,3,2,2,yes,no,yes,yes,yes,yes,no,2,5,1,poor,73,Texas,African American,31,43,14,87.18,1,0,no,yes,0,low
ID-4086,Male,18,Rural,greater than 3,Apart,higher education,primary (4th grade),services,at_home,mother,3,4,1,yes,no,yes,no,no,no,no,3,4,1,peak,67,Texas,White,12,0,60,83.36,1,0,no,no,4,medium
ID-2398,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),services,teacher,father,4,4,1,yes,yes,no,yes,no,no,yes,5,2,1,peak,59,California,Asian,16,35,11,75.5,3,0,yes,no,0,low
ID-477,Male,19,Rural,greater than 3,Together,higher education,secondary,services,services,mother,4,3,1,yes,yes,yes,no,yes,no,no,1,2,5,fair,92,Texas,Asian,65,94,62,73.27,0,0,yes,yes,4,low
ID-2817,Male,18,Rural,greater than 3,Together,primary (4th grade),higher education,other,other,father,2,1,4,no,yes,no,no,yes,yes,yes,3,5,4,poor,80,Texas,Other,20,21,23,96.24,3,1,yes,yes,3,medium
ID-1740,Male,15,Rural,greater than 3,Apart,higher education,secondary,health,other,other,1,2,4,yes,no,no,no,yes,no,no,2,2,1,excellent,46,Florida,Other,84,99,70,81.86,0,1,no,no,0,medium
ID-2771,Male,18,Rural,greater than 3,Together,primary (4th grade),none,other,health,mother,1,3,4,yes,yes,no,yes,no,yes,no,5,4,3,poor,26,California,Asian,69,4,23,88.48,1,1,no,no,2,low
ID-2006,Male,19,Rural,greater than 3,Together,higher education,none,other,at_home,mother,2,4,2,no,no,yes,yes,no,yes,yes,2,3,5,good,40,California,Hispanic,53,18,77,72.55,3,1,yes,yes,4,low
ID-1422,Male,18,Rural,greater than 3,Together,secondary,none,health,other,father,1,1,1,no,no,no,no,yes,yes,no,1,4,5,peak,0,Texas,Asian,93,94,61,82.33,2,0,no,no,4,low
ID-4852,Male,17,Rural,greater than 3,Together,secondary,primary (5th-9th grade),teacher,health,father,3,1,4,no,yes,yes,no,yes,no,no,3,5,3,excellent,79,Texas,African American,14,86,12,91.22,1,0,no,yes,3,medium
ID-2171,Male,17,Rural,greater than 3,Apart,higher education,none,health,other,mother,1,2,2,no,yes,yes,yes,no,yes,yes,3,4,1,peak,88,Texas,Hispanic,14,60,9,99.07,1,1,yes,yes,4,medium
ID-207,Male,19,Rural,greater than 3,Together,higher education,secondary,health,other,other,4,1,4,no,no,no,yes,no,no,yes,3,3,3,peak,39,Texas,Other,8,85,64,86.66,0,0,no,no,3,high
ID-424,Male,15,Rural,greater than 3,Apart,none,primary (5th-9th grade),at_home,services,other,2,1,2,yes,no,yes,yes,yes,no,no,5,2,4,poor,3,Florida,Other,75,56,4,75.26,1,0,yes,yes,4,medium
ID-2055,Male,15,Rural,greater than 3,Together,none,none,other,other,mother,1,2,4,no,yes,yes,yes,no,no,yes,4,3,3,poor,35,Florida,Other,70,94,97,70.38,0,0,no,yes,4,high
ID-1250,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,health,health,other,3,2,4,no,yes,yes,yes,no,no,no,4,4,4,fair,57,Florida,African American,87,20,46,80.63,0,0,yes,yes,2,high
ID-3586,Male,19,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),other,health,father,1,4,1,yes,yes,no,yes,yes,no,yes,1,4,3,peak,17,Texas,Other,20,66,7,82.18,2,1,yes,no,1,medium
ID-2150,Male,18,Rural,greater than 3,Together,secondary,secondary,at_home,services,father,1,3,2,yes,no,yes,yes,no,yes,yes,2,5,3,fair,22,California,Hispanic,8,52,50,84.95,1,1,no,yes,4,low
ID-1750,Male,19,Rural,greater than 3,Together,higher education,secondary,teacher,teacher,father,4,2,4,no,yes,no,yes,yes,yes,yes,4,3,4,poor,80,Florida,Other,95,59,77,70.12,1,0,no,yes,4,medium
ID-825,Male,16,Rural,greater than 3,Apart,none,primary (4th grade),health,other,father,3,2,1,yes,yes,yes,yes,yes,yes,no,1,2,1,peak,47,California,Other,65,60,36,91.71,3,0,no,yes,0,medium
ID-453,Male,19,Rural,greater than 3,Together,higher education,secondary,at_home,services,father,1,4,2,yes,no,no,yes,no,no,yes,5,2,5,fair,12,California,Asian,70,74,80,89.66,3,1,no,yes,3,high
ID-4013,Male,19,Rural,greater than 3,Together,none,primary (4th grade),at_home,teacher,father,3,3,4,no,no,no,yes,yes,no,no,2,2,1,good,67,Texas,Asian,1,11,42,70.54,2,1,no,no,4,high
ID-1469,Male,16,Rural,greater than 3,Together,none,secondary,services,teacher,father,2,2,4,no,no,yes,yes,yes,yes,no,3,4,1,peak,45,California,African American,55,41,85,80.01,1,0,no,no,2,medium
ID-809,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),none,health,services,other,1,2,2,no,yes,no,yes,no,no,yes,2,4,5,peak,71,California,Hispanic,11,88,56,81.04,2,0,no,yes,4,low
ID-176,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),other,health,father,1,1,1,no,no,no,no,yes,yes,yes,3,4,2,peak,69,Texas,Hispanic,55,47,43,78.52,3,1,yes,yes,3,low
ID-811,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,at_home,services,mother,2,1,2,no,no,no,no,yes,no,yes,4,2,1,poor,89,Texas,Asian,78,84,64,78.88,1,1,no,no,4,medium
ID-1712,Male,17,Rural,greater than 3,Apart,primary (4th grade),secondary,teacher,services,other,2,1,2,no,yes,yes,yes,no,no,no,1,4,3,peak,88,Florida,Hispanic,98,70,48,83.01,1,1,no,yes,0,low
ID-3976,Male,15,Rural,greater than 3,Together,none,none,teacher,teacher,other,2,3,3,no,yes,no,no,no,no,yes,5,5,4,fair,20,Florida,Other,50,94,38,91.07,0,1,no,no,3,low
ID-3248,Male,17,Rural,greater than 3,Together,none,primary (4th grade),at_home,teacher,other,4,3,3,yes,yes,yes,no,no,yes,yes,4,2,3,good,28,Florida,African American,69,74,75,90.27,2,0,no,no,1,high
ID-1581,Male,15,Rural,greater than 3,Apart,higher education,higher education,health,other,other,4,2,1,no,no,no,yes,no,yes,no,3,2,4,fair,83,California,Asian,58,64,29,82.31,1,1,yes,yes,0,medium
